НАЗВАНИЕ.СМИ,ТЕЛЕФОН,АДРЕС.СМИ,ЭЛ.ПОЧТА...САЙТ,ГЛАВНЫЙ.РЕДАКТОР,ОБЛАСТЬ,ГОРОД.РАЙОНЫ,ТИП.СМИ,СОБСТВЕННИК,email,web
Созақ үні,"872546 41530, 872546 42519, 872546 42897","с. Шолаккорган, ул. С.Кожанова",sozak_uni@mail.ru,Маюсова Нуржамад ио,Туркестанская область,Созак,Газета,"Сузакский районный акимат, ЖШС ""Созақ аудандық ""Созақ үні"" газеті редакциясы"", Сарсенбек Тенизбаев",sozak_uni@mail.ru,
Тұран-Ақпарат,"87253340044, 87253341118","пр. Тауке хана, 247А",kjarnama@mail.ru,Гулжамал Кожабергенова,Туркестанская область,Туркестан,Газета,"ТОО ""Тұран-Ақпарат"", Гулжамал Кожабергенова",kjarnama@mail.ru,
Сәтті,"872537 22224, 87253721465","ул. Казыбек би,здание телеканала ""Сәт""",sgkz_media@mail.ru,Жақан Есенбеков,Туркестанская область,Сарыагаш,Газета,"ТОО ""Сәт Медиа - Холдинг"", Айман Калдарбекова",sgkz_media@mail.ru,
Мәртөбе,"872531 20743, 872531 20759, 872531 20673","Аксукент, Жибек жолы, н\у",martobe_91@mail.ru,Балжан Халмуратова,Туркестанская область,Сайрамский район,Газета,"Сайрамский районный акимат ТОО ""Исфиджаб"", Балжан Халмуратова",martobe_91@mail.ru,
Үйгентас өңірі,8708 660 2548 ,"Ленгер, ул. Парасат, 2",,Е.К.Ақшолақов,Туркестанская область,Толебийский район,Газета,"ТОО ""Жайлау-Group""",,
Сарасөз,8 702 8398688,"ул.Бортөбе 33, тел.:8 702 839-86-88, e-mail:gulastana100@mail.ru","gulastana100@mail.ru, http://sarasoz.kz/",Гулжаз Қарыбек,Туркестанская область,Туркестан,Журнал,"ИП ""Кыдырбекова Г.К."", Гулжаз Кыдырбекова",gulastana100@mail.ru,http://sarasoz.kz/
aimak.com.kz,8 705 694 50 89,"ул. Ата Түрік, 14","aimakakparat@mail.ru, https://aimak.com.kz/",Турлибекова К.У.,Туркестанская область,Туркестан,ИА,"ИП ""Түркістан тынысы""",aimakakparat@mail.ru,https://aimak.com.kz/
Altynakparat.kz,"87751616261, 87053663266, 87253935208","с. Атбулак, ул. Толеби, 2",http://altynakparat.kz/,Рустем Бекзат,Туркестанская область,Казыгуртский район,ИА,ИП Бекзат Рүстем Мәжітұлы,,http://altynakparat.kz/
Eltumar.kz,8 778 5917477,"мкр. Казгурт, ул.Акжар, 21, индекс 160019","baq.11@mail.ru, http://eltumar.kz/",Айкерім Кенжебаева,Туркестанская область,Абайский район,ИА,"ИП ""Чистякова"", Чистякова Т.Ж.",baq.11@mail.ru,http://eltumar.kz/
Taima.kz,"8725 40 55577, 8725 40 55050","ул. Айтеке би, 11 ""а""","etaimakz@gmail.com, http://taima.kz/",Ағыбай Абдималик,Туркестанская область,Арыс,ИА,"ИП ""Садык Ердаулет Әбдімәлікұлы"", Садык Ердаулет",etaimakz@gmail.com,http://taima.kz/
yassy-tur.kz,"8 725 3371003, 87751957915, 
87472082030","ул. Тәуке хана, 10"," yassy-tur.kz@mail.ru, http://yassy-tur.kz/",Давлетов Малик,Туркестанская область,Туркестан,ИА,"ТОО ""Городская газета ""Түркістан""- ""Туркистон""",yassy-tur.kz@mail.ru,http://yassy-tur.kz/
Ulyorda.kz,,,http://ulyorda.kz/,,Туркестанская область,Туркестан,ИА,"ИП ""Заңғар""",,http://ulyorda.kz/
"""Сарыағаш"" радиосы",87253722224,"ул. Казыбек би, н\ү",saryagashfm@mail.ru,,Туркестанская область,Сарыагаш,Радио,"""Сәт"" медиа холдинг"" ЖШС, Сарсен Ахметов",saryagashfm@mail.ru,
Уақыт.kz,"87252 272206, 8 775 733 04 28","ул. Зеленая, 266","uakit@bk.ru, www.uakit.kz",Балтабай Сапаргали,Туркестанская область,Каратауский район,Сетевое издание,"ИП ""Сапар-пресс"", Сапарғали Дүйсебайұлы",uakit@bk.ru,www.uakit.kz
Elnur TV,8(72531)21-884        87017434451,"с. Аксукент, ул. Абылай хана, н\у","aksham01@mail.ru, https://www.youtube.com/channel/UCYPU9VGR6DabgGbDBaLQ0Zw/",Едилбай Беркимбаев,Туркестанская область,Сайрамский район,ТВ,"ТОО ""Сайрам акшамы"", Файзуллаев Фаридулла ",aksham01@mail.ru,https://www.youtube.com/channel/UCYPU9VGR6DabgGbDBaLQ0Zw/
Агро ТВ,"8 705 105 2656, 8 72531 52 21 85, 8 701 743 44 51","с. Аксукент, ул. Жангельдина 26","agrobusinesstv@mail.ru, https://tv-agro.kz/",,Туркестанская область,Сайрамский район,ТВ,"ТОО ""Сайрам ақпарат"", Едилбай",agrobusinesstv@mail.ru,https://tv-agro.kz/
Арыс толкындары,87254053524,ул. Айтеке би д.164,"a-tolkindari@mail.ru, https://www.instagram.com/arys.tolkindari/",,Туркестанская область,Арыс,ТВ,"ТОО ""Арыс толкындары"", Толебеков Маханбет",a-tolkindari@mail.ru,https://www.instagram.com/arys.tolkindari/
Икар,"8  72536  3 55 05 ,8 778 464 37 61","ул. Ерназарова, 36""Б""",tv-ikar@mail.ru,Мамасаитова Умида,Туркестанская область,Кентау,ТВ,"ТОО ""Телескоп"", Мамасейтова Умида",tv-ikar@mail.ru,
Санур,"8702 1005550, 87253 462965","Жетысай, ул. Каушаубаева, 52","sanur_tv@mail.ru,https://www.youtube.com/channel/UC1e7eS712Ny1VGzS3iKxzdg/featured",,Туркестанская область,Мактааральский район,ТВ,"ТОО ""Общественная телерадиокомпания ""САНУР"", Гульмира Саржанова",sanur_tv@mail.ru,https://www.youtube.com/channel/UC1e7eS712Ny1VGzS3iKxzdg/featured
Созақ ТВ,"8  72546  4 28 28, 8 702 547 60 90","ул. Жибек жолы, б н",sozak-tv@bk.ru,,Туркестанская область,Созакский район,ТВ,"ТОО ""Тәуекел"", Бауыржан Рысбеков",sozak-tv@bk.ru,
Туран-Туркестан,8  72533  4 11 18,"пр. Тауке-хана, 247 А",tzharnama@mail.ru,,Туркестанская область,Туркестан,ТВ,"ТОО ""Туран-Туркестан телеарнасы"", Мурат Бекбаев",tzharnama@mail.ru,
Оңтүстік Қазақстан,87252 539197,"ул. Диваева, 4","okgazeti@gmail.com, http://okg.kz/",Абай Балажан,Шымкент,Шымкент,Газета,"ТОО ""Редакция областной общественно-политической газеты ""Оңтүстік Қазақстан""",okgazeti@gmail.com,http://okg.kz/
Ел бірлігі,8708 280 9606,"Ескі шаһар, Свобода, 40",https://elbirligi.kz/,,Шымкент,Шымкент,Газета,"ЧФ ""Ел бірлігі"", Дидар Зиябек",,https://elbirligi.kz/
Әділет. Рухани жаңғыру,"8701 3944646, 87252 57 65 79","ул. Валиханова, 227","zhangyru@mail.ru,adilet-gazeti.kz",Захардин Қыстаубаев,Шымкент,Шымкент,Газета,"ИП ""Мерей"", Гульзада Мейрханова",zhangyru@mail.ru,adilet-gazeti.kz
Өзге пікір,"87757335665, 8 7252 392568","пр. Конаева, 17",,Шадияр Молдабек,Шымкент,Шымкент,Газета,"ИП ""Мамырәлі С.Ж.""",,
Айғақ медиа,8 7252 301086,"ул. Иляева, 29","aigak@mail.ru , www.aigak.kz",Ұлжан Наушабаева,Шымкент,Шымкент,Газета,"ТОО ""Айғақ"" медиа""",aigak@mail.ru,www.aigak.kz
Алтын босаға,"540747, 534998","ул. Алимкулова, 22",,Жазира Смағұлова,Шымкент,Шымкент,Газета,"ТОО ""Ernur-press""",,
Алтын сандық,"540747, 534998","ул. Алимкулова, 22",,Әйгерім Бектұрғанова,Шымкент,Шымкент,Газета,"ТОО ""Ernur-press""",,
Ар-Дак,"503546, 276839, 87013296696","ул. Абдразакова, 32",,Нурсултан Шәріпов,Шымкент,Шымкент,Газета,"ТОО ""Д Айдана""",,
Деловой курьер,8 7252  53 45 50,"ул. Жибек-Жолы, 24","del-kur@mail.ru,www.del-kur.kz",Валентина Ким,Шымкент,Шымкент,Газета,"ИП Ким Е.Н., Елена Ким",del-kur@mail.ru,www.del-kur.kz
Замана,"8 7252 540318,8 7252 535094","ул. Майлыкожа, 59",,Ф. Жүнісова,Шымкент,Шымкент,Газета,"ТОО ""Замана""",,
Шымкент келбеті,87252464222,"мкр. Карасу, 66-б",,Айгүл Қапбарова,Шымкент,Шымкент,Газета,"ТОО ""Шымкент ақпарат орталығы""",,
Южный Казахстан,"8 7252 535425, 8 7252 537177","ул. Диваева, 4",yuianka@yuianka.kz www.yujanka.kz,Марина Лимаренко,Шымкент,Шымкент,Газета,"Туркестанский областной акиматғ ТОО ""Южный Казахстан"" қоғамдық-саяси газеті"" редакциясы""",yuianka@yuianka.kz www.yujanka.kz,
Заңнама,87013199991,"ул. Республики, 2а",zangnama@mail.ru,Айгүл Мамыт,Шымкент,Шымкент,Газета,"ИП ""Мамыт""",zangnama@mail.ru,
Уақыт,"87252533080, 87757330428","мкр. 17, 51-3",uakit@bk.ru,Талғат Балтабаев,Шымкент,Шымкент,Газета,"ИП ""Жас толқын""",uakit@bk.ru,
Ресми фактор,"87014803151, 87784641847","ул. Казыбек, 5",resmi.faktor@mail.ru,Алия Ортаева,Шымкент,Шымкент,Газета,"ИП ""Сабит Құралбайұлы"", Алия Ортаева",resmi.faktor@mail.ru,
Шара-Бара,"87252 535100,87252 551400","пр. Тауке хана, 32",gazetasb@mail.ru,В. Вакулина,Шымкент,Шымкент,Газета,"ТОО ""Азия - Насиб"", Газета ""Шара - Бара"" ",gazetasb@mail.ru,
